name,year,total_jobs_count
Irwindale,2012,17373.46
Pico-Union,2012,11908.93
Glendora,2012,18158.92
Industry,2012,52562.08
Sylmar,2012,19500.33
Torrance,2012,100007.43
Alhambra,2012,26352.54
Pico Rivera,2012,17795.14
Rolling Hills Estates,2012,2394.73
Signal Hill,2012,13166.36
Hawthorne,2012,20910.21
North Hills,2012,8560.79
Hacienda Heights,2012,9976.3
Harbor Gateway,2012,27895.62
Lopez/Kagel Canyons,2012,146.19
Citrus,2012,918.35
Lake Balboa,2012,7217.16
Granada Hills,2012,9033.09
Palms,2012,8194.74
Santa Monica,2012,79692.03
Pacoima,2012,15130.64
Toluca Lake,2012,2662.85
Veterans Administration,2012,8673.96
Valley Village,2012,4748.81
Brentwood,2012,21524.44
Pomona,2012,47240.35
South Whittier,2012,6527.25
Pasadena,2012,97705.51
Winnetka,2012,8660.28
Palmdale,2012,27083.09
Porter Ranch,2012,4570.21
South El Monte,2012,11397.12
Tujunga Canyons,2012,1164.72
Commerce,2012,46422.26
San Fernando,2012,8127.82
Sherman Oaks,2012,30664.92
Bradbury,2012,380.81
Panorama City,2012,11519.22
Northridge,2012,32501.03
Culver City,2012,49133.39
Lakewood,2012,19173.62
Compton,2012,29161.41
Vernon,2012,43397.76
San Dimas,2012,19238.22
Inglewood,2012,27543.5
Charter Oak,2012,1814.8
Paramount,2012,17963.42
San Pedro,2012,11422.4
Lincoln Heights,2012,10427.79
Boyle Heights,2012,28499.07
Historic South-Central,2012,16227.83
Avalon,2012,1231.69
Westlake,2012,50455.22
Mission Hills,2012,6765.8
Quartz Hill,2012,1414.66
Marina del Rey,2012,4064.01
Bell,2012,9017.52
Long Beach,2012,156166.07
San Gabriel,2012,12185.75
Downey,2012,39515.38
Diamond Bar,2012,14970.67
La Canada Flintridge,2012,6222.02
West Covina,2012,24142.55
Redondo Beach,2012,24830.22
Vermont Square,2012,4104.49
Santa Fe Springs,2012,51603.11
Calabasas,2012,11826.73
Altadena,2012,5238.78
Bell Gardens,2012,8881.7
Sun Valley,2012,23286.63
Playa Vista,2012,7870.19
Carson,2012,52987.8
Hollywood Hills,2012,20222.63
Lancaster,2012,33646.88
Leona Valley,2012,181.88
Whittier,2012,23680.42
Walnut,2012,8663.18
Castaic Canyons,2012,9181.27
Silver Lake,2012,5107.78
Whittier Narrows,2012,4586.98
Glendale,2012,91669.54
West Whittier-Los Nietos,2012,4960.48
Atwater Village,2012,7486.99
East Whittier,2012,847.78
El Sereno,2012,7614.99
Montecito Heights,2012,1191.7
Florence,2012,7044.75
Huntington Park,2012,14168.55
Cheviot Hills,2012,2467.85
Cypress Park,2012,2736.09
Desert View Highlands,2012,640.38
Baldwin Park,2012,18913.11
Montebello,2012,26396.08
Leimert Park,2012,2237.12
Santa Clarita,2012,53030.28
Elysian Park,2012,2466.42
Wilmington,2012,11808.21
Jefferson Park,2012,3501.75
Downtown,2012,308576.45
Encino,2012,25155.42
West Adams,2012,3526.99
Hawaiian Gardens,2012,1978.14
Agoura Hills,2012,11159.61
Baldwin Hills/Crenshaw,2012,6381.41
Lake View Terrace,2012,2085.68
Adams-Normandie,2012,1570.92
El Monte,2012,28931.43
Rancho Dominguez,2012,12617.28
Acton,2012,559.32
Studio City,2012,22541.24
La Puente,2012,4255.44
North Hollywood,2012,20673.25
Rosemead,2012,14521.01
San Marino,2012,3269.67
East San Gabriel,2012,3503.08
South Park,2012,2580.04
Burbank,2012,178270.04
Woodland Hills,2012,55884.42
Angeles Crest,2012,802.63
East Compton,2012,522.77
Chatsworth,2012,35082.07
Mayflower Village,2012,2045.74
Koreatown,2012,42099.02
South Gate,2012,22429.03
Elysian Valley,2012,1453.41
Claremont,2012,16690.73
Avocado Heights,2012,6866.32
South San Gabriel,2012,2211.5
Northwest Antelope Valley,2012,1919.28
Echo Park,2012,6199.84
Lynwood,2012,10102.35
Unincorporated Santa Susana Mountains,2012,13457.29
Shadow Hills,2012,5577.98
La Habra Heights,2012,1054.13
Covina,2012,17840.13
Northwest Palmdale,2012,959.05
Sawtelle,2012,27338.1
Rancho Park,2012,3016.92
East Los Angeles,2012,19557.36
Beverlywood,2012,1936.02
Bellflower,2012,17523.58
Azusa,2012,13393.06
Del Rey,2012,10447.99
Mid-Wilshire,2012,20608.37
North Whittier,2012,4676.17
Beverly Crest,2012,1412.21
Cerritos,2012,36780.5
West Hills,2012,9320.04
Vincent,2012,2311.51
Sun Village,2012,351.9
Playa del Rey,2012,8670.69
Valinda,2012,1621.16
Tujunga,2012,3905.85
Exposition Park,2012,5331.44
Eagle Rock,2012,7715.65
Harbor City,2012,7063.16
Southeast Antelope Valley,2012,1153.23
Reseda,2012,12415.85
Willowbrook,2012,7565.08
Highland Park,2012,4631.93
Temple City,2012,7047.44
Westlake Village,2012,4967.44
Pico-Robertson,2012,5489.26
Monrovia,2012,18070.88
Broadway-Manchester,2012,1618.52
Sunland,2012,1689.1
Agua Dulce,2012,530.03
Malibu,2012,3400.14
Topanga,2012,975.04
Northeast Antelope Valley,2012,3077.06
Arleta,2012,2135.8
Van Nuys,2012,41750.01
Mar Vista,2012,4279.91
Valley Glen,2012,11226.65
Arcadia,2012,26466.04
Windsor Square,2012,3782.7
West Puente Valley,2012,2748.45
Central-Alameda,2012,10331.55
Arlington Heights,2012,2520.92
Harvard Heights,2012,2522.01
Harvard Park,2012,1312.24
East Hollywood,2012,29057.32
Lennox,2012,2277.97
Larchmont,2012,1479.52
Tarzana,2012,13332.04
Rolling Hills,2012,455.92
Mid-City,2012,11825.78
Westchester,2012,63340.96
Manchester Square,2012,832.02
Rowland Heights,2012,12233.19
Ridge Route,2012,1019.2
South San Jose Hills,2012,1816.49
Vermont-Slauson,2012,2880.47
Athens,2012,2049.52
Mount Washington,2012,1011.14
West Compton,2012,8565.11
Los Feliz,2012,7220.2
Chinatown,2012,9614.5
Century City,2012,47638.93
Florence-Firestone,2012,7180.26
University Park,2012,10967.41
Hollywood Hills West,2012,2338.25
Unincorporated Santa Monica Mountains,2012,17087.16
West Los Angeles,2012,16846.78
Hancock Park,2012,8092.42
Canoga Park,2012,19249.77
Chesterfield Square,2012,1622.9
Hidden Hills,2012,1074.67
Norwalk,2012,24822.94
North El Monte,2012,829.86
Monterey Park,2012,29333.51
Hollywood,2012,52191.05
Fairfax,2012,10591.39
Glassell Park,2012,6504.5
Watts,2012,3185.02
La Verne,2012,11048.32
Rancho Palos Verdes,2012,6379.11
Green Meadows,2012,2578.91
Del Aire,2012,3781.37
Vermont Knolls,2012,1645.84
Castaic,2012,852.08
Westwood,2012,66846.45
Venice,2012,10338.11
South Diamond Bar,2012,812.75
Universal City,2012,3081.79
Pacific Palisades,2012,5110.25
Bel-Air,2012,2662.75
East Pasadena,2012,2652.72
Cudahy,2012,2936.6
Palos Verdes Estates,2012,2107.5
Ladera Heights,2012,23665.44
Walnut Park,2012,926.61
La Crescenta-Montrose,2012,2816.99
Gardena,2012,23930.75
Duarte,2012,11158.08
La Mirada,2012,18238.15
Maywood,2012,3377.24
Alondra Park,2012,2360.02
Beverly Grove,2012,29367.93
Vermont Vista,2012,1706.31
Lawndale,2012,5558.86
Hyde Park,2012,4870.92
Lomita,2012,3231.75
South Pasadena,2012,6928.39
Westmont,2012,2021.74
San Pasqual,2012,136.72
West Hollywood,2012,26942.26
Artesia,2012,5601.5
Manhattan Beach,2012,18262.66
West Carson,2012,5622.72
Hermosa Beach,2012,5624.24
Carthay,2012,5674.59
Beverly Hills,2012,49583.7
El Segundo,2012,64916.51
View Park-Windsor Hills,2012,1410.17
Sierra Madre,2012,1919.79
Gramercy Park,2012,1277.19
